"15","XX","B0043EW354","2.0","August 30, 2012","A1YKFFAJ74HXOA","Jamming gears - NOT the quality you'd expect","The third time we used it, the vaccum suddenly made a loud, whirring sound like something was stuck in it, yet nothing was. We called Dyson the second time it happened and they said that sometimes the suction is so strong that it sucks the rug into it and the that jams the gears and makes the noise. We said it didn't pull on the rug or appear to be sucking it up, but the tech didn't think that was unusual. They taught us to remove this styrofoam liner on the the lip of the vacuum, and 'reset' the vacuum itself by flipping the Floor to Carpet switch on and off 10 times. It didn't help. To this day the vacuum will do this whirring noise. The noise is so loud, my neighbor's have complained. My family AND the dog don't want to be inside when I'm vacuuming because the whirring is so loud it frightens them. We've found no rhyme or reason to the whirring. It doesn't matter what surface it's on, which rug, what it's vacuuming up, whether the cannister is empty or not - some days it's just going to jam, whir, and have to be reset. I can't believe I spent almost $400 on this thing. Never looses suction, but it will destroy your eardrums."
"16","XX","B0043EW354","1.0","August 28, 2012","A3UQSW09563Z7T","If you have Oriental Rugs stay away.","I have a brand new DC33, when running on a oriental rug, the agitator grinds to a halt and makes a god awful grinding noise. I had a DC9 that NEVER had issues with my 3 rugs. It isn't grabbing the edge, I am talking about in the middle of the rug, the vacuum stops and grinds.I contacted Dyson customer service(it might as well be customer deflection) the recommended turning the agitator off and using suction alone. This is a band-aid for the problem. Piss-poor customer service, poor product. I would look into another model."
"17","XX","B0043EW354","3.0","August 26, 2012","A2PM34EZW6K1O6","Over-engineered?","Okay, I feel I paid a fair price for this Dyson. It does have awesome sucking power(-which can be a problem on area rugs). It was well packaged and went together easily. It vacuums GREAT on bare floors and seems to do well on carpet. But for $300 I feel it should go under my kitchen cabinets. Most cabinet heights are standard and this would have been a fairly easy fix and made life more convenient for lots of us. Then it would also fit under the front edge of our sofas, again another plus for most of us. And by the way, my kitchen cupboards are a bit higher than standard since we installed them that way because of our height. I also love the disposal of the dust. So much easier than my previous vacuum.I (and my 2 teens who also vacuum)feel that the cleaning wand is a royal pain in the #@* to use. It is awkward to use, and very difficult to put back in place. Each time I think I have it and then go to vacuum, it comes undone in my hand.  and the process for selecting bare floors or carpet seems quite outdated. Maybe the engineers needed to actually use the vacuum for real vacuuming for a period of time before the final product was created. Just saying. You had the opportunity to make a genuinely great product and dropped the ball on some important details. I am also concern about the strength of the plastic used to manufacture this vacuum. Time will tell. Parts of the vacuum seem chintzy.Dyson was not really interested in my comments. The girl at tech support made a big show of taking my mailing info but never sent anything out. That is not impressive. Thanks for showing me that I do not matter. So the next time I am in the market for a vacuum will I purchase a Dyson---probably not---there will probably be better competition out there by then."
"18","XX","B0043EW354","4.0","August 22, 2012","A3BV1Z8FFQSGX4","Good vacuum with a couple quality concerns","When I decided it was time to buy a vacuum, I thought back to previous vacuum experiences I've had in the past. I had experience with Dyson before with an animal upright model and was really pleased with that vacuum, though I was not quite ready to shell out those really big bucks. Experience with other vacuums told me that a bagless system was a must, as was a switch to turn the brushbar on and off (like for carpets and hard floors). Based on my previous experience with Dyson, I was drawn back to them, but wanted a slightly less expensive/large model. After reading many reviews and not being entirely sold on the Ball technology (including in-store testing), I settled on the DC33 model.When I received the vacuum, I assembled it and began testing it out. It seemed to work pretty well, though not quite as well as I'd remembered Dysons working. After some exploring, I found that the brushbar wasn't turning when in the carpet mode. I called Dyson support and they recommended turning the switch back and forth a few times and presto, it worked! Once the brushbar was turning, it did quite the job cleaning carpets. Unfortunately, this brushbar issue happens frequently and its not immediately obvious if the bar is turning, so I'm frequently having to turn the switch back and forth and it's getting a little annoying. Hopefully soon I'll try to take it to get serviced to see if this problem can be fixed.The only other disappointing thing about this vacuum is that it doesn't feel as solidly made as the Dyson I used in the past, with a fair bit of play in the bagless canister rather than it mounting firmly in place. Also, the overall construction using a large amount of plastic creates a slightly cheap feel to the whole vacuum.Otherwise, however, I am pleased with this vacuum. I lent it to a friend who used it on hardwood floors and said it was the best vacuum for hardwoods she's ever used. When the brushbar is on, the vacuum performs well on carpets and isn't too loud. The accessories take some fiddling with to understand what buttons and clips do what, but once you get the hang of it, they work quite well."
"19","XX","B0043EW354","1.0","August 18, 2012","A3IEWNJ25YGPGF","Poorly designed....","I wanted a DYSON for 5 years and now I am so disappointed that I waited that long for this piece of junk.Why do I hate this expensive machine...1. I have owned it for 3 months and the canister button does not work. I need to use a screwdriver to open it to dispose of waste.2. The wand is useless and can't be used for stairs or corners or dusting. Way too cumbersome compared to my old hoover. (Not to mention, if you have a quick pick-up job for the wand, you have to unravel the entire cord to get to the wand, since the cord locks the wand in place. Then you have to wind the cord up again.)3. Every couple of weeks my machine has screeched to a halt because has been clogged with hair.  The roller does not have a self cleaning feature like some of the other models. (It gets jammed under the roller.) With my old hoover I owned it for 13 years and I only had to clean the roller about once every 2 years.We don't have any pets in the house so this would never work for a pet owner.4. My roller stopped working yesterday altogether, but there was no hair in it. (Very touchy machine.) I let it cool off for a while since I could smell something burning and then it started to work OK again. I think something is jammed is inside the machine.My old monster hoover never went to the shop and still runs. This one has two repairs that need to be made and it is only 3 months old.My only pro: This machine can suck like crazy. It can even get up small glitter dust off the carpet, but since it is so dysfunctional in other ways I can't stand it. Any machine that requires I have two vacuums doesn't work for me.My goal: sell this on craigslist for $200 and take a $200 loss and go buy a new hoover. :(TRY THE WAND FEATURE BEFORE YOU BUY THIS MACHINE.SOOOOO POORLY DESIGNED!"
"20","XX","B0043EW354","1.0","August 16, 2012","A2CW8JIO1368QY","Can't use on RUGS?!?! LOUD GRINDING NOISE!","This vacuum is advertised and described as a multi-floor vacuum, but the truth is it only works on bare floor and wall-to-wall carpeting. Dyson knows this, but chooses not to make it clear in any way prior to calling support.Immediately after taking this out of the box and using it on our rug it made a horrible VERY loud noise that sounded like it was broken.Apparently that is the vacuum's 'alert sound' that something is caught in the roller.The Dyson brand bases their advertising on the creator's belief 'that things should work properly'. Well this is not a vacuum 'working properly'.I called support and encountered a rude representative that kept chuckling about the situation. I don't know why she thought this was funny. Spending this much money on a vacuum and having it be completely unsuitable for my needs is a really poor experience. She had the temerity to say 'that's why we offer a range of models'. If their product descriptions or website said anything about a 'Multi-Floor' vacuum not actually being good for more than two types of floor, and particularly not being good for rugs, I wouldn't have bought it. Frankly, it sounds like they know about the issue but are happy to just keep taking people's money and providing an inappropriate product.She told me to remove the gasket from the base. It helped somewhat, but still made the noise one or two times. My wife doesn't want to use it and feels like she's been betrayed by Dyson. I can't stress enough how inappropriate the support representative was.DON'T BUY THIS IF YOU WANT TO USE IT ON RUGSAdditionally, the hose is definitely designed in a way that makes it less useful for the kind of tasks I use hoses for. It will work for vacuuming your ceiling, a little less so for things anywhere below 6' up from the floor."
"22","XX","B0043EW354","4.0","July 29, 2012","A23A00LO8Q0FOT","A Four...for now","Big fan of the bullet point review...so here's mine!The Pros:-The vacuum is well made, and 'high tech' looking.  It seems to look the part of a 400$ vacuum.-My home is entirely hardwood flooring and tile and this vacuum did an excellent job picking up the dirt-As a bachelor, let's be real...I'm not buying bags for vacuums and all that other stuff so a bagless system seems to be the way to go.  The clear plastic bin that lets you see whats getting picked up is also very nice-The vacuum wand in the handle, a feature that ultimately made me drop the money on this.  It works well and picked up anything left in the corners of the floors and ceilings.-  The cord is huge.  I did the whole first floor and most of the hallway on the second floor using just one outlet.-People complaining that it is heavy really need to take a step back and figure out if they are that weak or that lazy.  Seriously some people equated this to basically pushing and pulling a bag of bricks.  If you're 70 years old, then yeah maybe, but if you're in the prime of your life and this is heavy then that's pretty patheticThe cons:-(Minor)  The floor vacuum seems to ride quite low to the floor so it will just push around large particles.  Again the wand is in the handle of the machine and with a click of the button it will just suck that stuff up through the handle.-(Minor)  Yes the floor machine will not go too deep under furniture.  But you could either move the furniture or use the wand to go underneath.  Another gripe based on pure laziness.  Either you want to clean or you don't.  If you do then move the furniture, if you don't then just swipe underneath the furniture with the wand-(Minor)  The extension hose for the wand will take some time breaking in, it is very frigid out of the box.  Until then the main part will bounce around a bit as you extend the hose to the ceiling.-(MAJOR)  The machine will make the most horrid noise you have ever heard from a vacuum when placed over a carpet door mat or bathroom rug.  Apparently it sucks up these unfixed carpets into the system like it would a sock or extension cord.  This is going to be a major problem when I finally get around to getting area rugs for the home.  Mats and bathroom rugs are one thing, I just shake them outside or onto the floor and vacuum that, but a 400$ machine BETTER be able to handle a bona fide area rug. To their credit I emailed them the first night I got it with this problem.  They replied very quickly and stated that there are two pieces on the bottom of the machine that can be pulled out that will help alleviate this problem without costing the machine any performance.  I am a bit weary of this solution because I cannot be the only one who has ever reported this, and if these removable pieces are the problem and will not cause any drop in performance...then why are they in the machine in the first place?I will be pulling out those pieces soon and then testing it out on an old area rug I borrowed from my parents to test this fix.  If it works, then this is an excellent all around vacuum cleaner that will stay at four stars because I can't give it 4.5.  If it doesn't it's a 1 because even though it is great on the existing home...I didn't spend 400$ to have to buy another vacuum for an area rug."
"23","XX","B0043EW354","5.0","July 28, 2012","A2V20TSQAZSMW3","Dyson VAcuum recommended","For a person with allergies and asthma this vacumm is fantastic!  THe suction mechasnism on this product exceeded my expectation.  Once used you will see how much dirt, hair and dust is really in your house aggravated ones allergies.  NOw I can breathe better and my sinuses and asthma has improved.  At first I thought this vacumm was pricey and held of purchasing it, but at the end of the day I thought I should try it and I don't regret a moment of that decision.Easy to empty and no extra cost required for filters or bag since this vacuum is bagless and the filter is easy to clean.I recommended this vacuum to anybody, you won't regret spending the money."
"24","XX","B0043EW354","1.0","July 24, 2012","ACWJU3ELR0ONK","Very Disappointing!","Give me back my $70 Dirt Devil!!!  I bought this thinking I was getting a vacuum I could use for the next 20 years and it didn't last 6 months before breaking.  Within the first month the brush bar decided to burn itself out.  Granted I have a lot of pet hair but I did clean the bar after each use.  I bought a new bar as that's not a part covered under warranty.  After 6 months of use the vacuum now sits in my garage broken.  I was happily vacuuming my bedroom, with the new brush, and the machine suddenly decided it was finished.  (Was it something I said?)  It's still under warranty but the process of getting it fixed is in itself not free.  My old Dirt Devil went for 6 years without a hitch and worked as well on dirt and pet hair.  For the amount I spent on the Dyson I could have bought 5 Dirt Devils and never have had to buy a vacuum again!  I'm sorely disappointed in the Dyson."
"25","XX","B0043EW354","3.0","July 19, 2012","A2K6FOZX4PXT46","There is room for improvement...","This is an amendment to my first review:The vacuum seams powerful, the issues stated before were due to the wham was blocked by a plastic bottle cap. This produced hissing noises, poor suction, and struggle with the hose... nevertheless, the issue with the length of the hose remains: it is long enough for some crucial jobs, but it fails miserably at accessing extreme places, it is just way too long. It had been a great idea to make the design with the possibility to detach the wham and leave room for a shorter version (4 inches or so) more handy for extreme spaces."
"26","XX","B0043EW354","5.0","July 7, 2012","A2JTS7K51TV59E","Great vacuum!","This vacuum really picks up dirt and debris! Its always nice to buy a product that exceeds your expectations and this one actually did!"
"27","XX","B0043EW354","4.0","July 6, 2012","A5KUJ7NOBHH0I","Amazed how much it picks up","I had never owned an expensive vacuum until this one, and let me say, I think this one is worth the money.  The first time I vacuumed my house, I was amazed by how much it picked up...and I consider myself a neat freak.  To this day, I am still in awe about what it picks up when I vacuum once a week.  It's also helpful that the vacuum can pick up crumbs on my hardwood floors.  The only thing I don't like is the horrible sound it makes when I try to vacuum my braided rugs with the brushes going."
"28","XX","B0043EW354","5.0","July 4, 2012","A158AC9TZDDUN5","Awesome Vac and Awesome Seller","This Dyson is replacing my 12 year old Dyson DC07. I have several indoor pets and need a good dependable vacuum. I have tried many others that were usually broken and in the shop within 60 days of the purchase, the Dyson only broke once after 3 years of owning it. Great vacuum, you cannot go wrong."
"29","XX","B0043EW354","1.0","July 2, 2012","A3EC30601NI76X","Waste of money","We had this Dyson for a little over a month and it's been in the repair shop twice to have a clutch put in it. It works fine to vac dust, or get lint out of the dryer screen. But, to vacuum carpets it doesn't work well unless the carpet is less than a quarter inch thickness. When we put it on our thicker runner carpet, it makes the loudest grinding noise! We brought our old $70 Eureka vacuum out of the basement, that sucks up the lint in dryer, to vacuum our carpets, and it does it with ease!What a waste of $319 we ever spent, not sure what Dyson has been up to, but it's certainly ripping off consumers. We definitely would not recommend this vacuum."
"30","XX","B0043EW354","2.0","June 30, 2012","A201V2G2V7P4FO","A giant disappointment","I have had a trusty Kenmore for 10 years that sucked up everything.  Emptying the canister was disgusting because of the amount of dirt in there.  It died, so I decided to pay the big money for this Dyson.  It is a terrible disappointment.  Here are my biggest complaints:1.  It is HEAVY.  I work out regularly and I'm not a wimp, however my right arm is always sore and fatigued by the time I am done with the whole house.2. The canister is filled with the snowy-white fur of my dog, but that is it.  The canister contents are still white.  Where is the dirt?  My old vacuum dumped disgusting dark grey dirt.  The fur had always been turned black by the dirt.  I am so disturbed that there is no dirt in the canister.  That means it it still in my carpet.3.  It has a very tall base, meaning it does not have a good lip to get under the bottoms of dressers, beds, couches, etc.  I don't expect it to fold flat and go all the way under the bed, but previous vacuums have allowed me to go at least 2-3 inches under things.4.  It is expensive.  I will gladly pay that for a phenomenal vacuum, but paying $350 for something that leaves my carpets dingy and filled with dirt is offensive.I gave it two stars because I have to admit it does an excellent job on hard floors.  It doesn't kick stuff backwards like other vacuums. The attachments are fine as well.  It also has a long cord length, which is appreciated.  If it wasn't for those positives, this would be a one-star vacuum.  I am headed back to Sears to see what Kenmore models are currently available."
"31","XX","B0043EW354","2.0","June 25, 2012","A19JNU9WUJZ92B","Very Disappointed","I bought the Dyson 33 and if you have carpet that has a pile at all, its harder than heck to push the vacuum. I have area rugs that are thick and some are shag and the vacuum just doesn't work on them. It says multi floor but it isn't. I'm taking it back today. My first time to buy a $400.00 vacuum and it surprises me that it doesn't work on a medium pile rug. The features on this machine for the money are pitiful!DISAPPOINTED IN TEXAS"
"32","XX","B0043EW354","2.0","June 23, 2012","A3QOY111DOLZ56","The DC33 - A chore for a chore","With so many positive reviews on the Dyson, we invested in a DC33 for our weekly chores following frustrating belt breakage problems with a Hoover WindTunnel.  While many may get romantic about suction and features, I want a tool that helps us speed through the necessary Saturday morning efforts so we can move on to more enjoyable weekend exercises.  After three months with the DC33, we either have a lemon or I will simply question the ($400) hype as it is a finicky machine that requires kid-glove use and frequently clogs; seriously, we catch our breath if the machine is accidentally bumped on a stationary object concerned if it will continue to work.  We use the device for a 3,500 sq foot house that is 25% carpet and the remainder hardwood floors, and we don't have pets that might confound the machine's performance.  Disappointing, to say the least."
"33","XX","B0043EW354","4.0","June 22, 2012","AI0O9MNYHSXGR","fantstic","I love this vacuum overall. It is light weight and quiet. My only frustration is that it is hard to use when edging and vacuuming out furniture."
"34","XX","B0043EW354","5.0","June 21, 2012","A35IKUIT8D70FO","Dyson vacuum","I  love Dyson.  The last one I had lasted over 10 years.  We would still be using it if my daughter hadn't dropped it down the stairs.  Even then, only the plastic parts broke.  The motor was still perfectly fine.  This new model is only better than the last.  Love this product."
"35","XX","B0043EW354","2.0","June 21, 2012","AAHV0LYDMZGY8","Dyson is junk.  Poor suction always. Clogging.","We had the yellow Dyson. Very poor suction always. However, it was constantly poor so their claim that the suction doesn't change over time was pretty accurate. Starts off crappy and stays that way for ya!Plus our yellow junkie just continued to clog. One of the worst vacs we have ever had. I gave it to a friend who throw it out in under two weeks.My wife typically destroys one vac every year. This was no different only I really tried to keep it going but it really was bad vac from the beginning.We finally bought a cheaper Eureka bag vac and it has been working great for 5 yrs now. First vac to pass the one yr mark. And it works excellent at a fraction of the price.My advice... avoid Dyson."
"36","XX","B0043EW354","5.0","June 20, 2012","A1V57T3WM4L88K","Impressive cleaning machine","Both of my brothers have a Dyson vacuum and have told me how awesome they are.  We've had a Bissel bag-less vac for the last 8 years and over the past few months, I've noticed how poorly it has started performing.  So instead of searching for a replacement in the $200 range, we decided to invest in the best and purchase a Dyson.I could not be more impressed with how powerful this vac is.  The old Bissel picked up a noticeable amount of dirt.  The Dyson, however picks up almost double the amount, based on how full the dirt bin is.  We own two dogs (Boston Terrier and Pug) and the amount of hair that was picked up in two bedrooms and a hallway was tremendous.  Although our carpet needs a good shampooing, it looks noticeably cleaner with just one run with the Dyson.Our home is two stories with laminate floors at the bottom.  The Dyson does a great job with this too.  Typically, I would vacuum the floor before mopping it.  With my old vac, there were still traces of dog hair, no matter how thorough I think I was.  They Dyson seems to have picked up a lot more, resulting in far less dog hair when I get down to the mopping.  Also, our Bissel had a shorter power cord; I couldn't do the entire living and dining room without having to unplug.  The Dyson cord is longer and I don't have to unplug more than once per floor.I only have two minor complaints.  The first is that you have to push down on the front of the vac in order to tilt the machine when you use it.  I'm so used to stepping on a 'trigger' in the back so this is a minor inconvenience.  Secondly, the hose and attachment is a bit clunky for my taste.  I've read that the hose needs time to 'break-in' so that might be the issue but it does seem a bit unwieldy when doing stairs.  Still, the powerful suction on the attachments more than make up for it.With a five year warranty and no filters to replace, I think that the Dyson will be an overall great value.  If you have more than a one bedroom place, I'd highly recommend purchasing it.  It makes cleaning so much easier and more efficient.  It is quite expensive (more than three times the cost of a Hoover, Eureka, etc.) but in my opinion it will be well worth it.  Considering I vacuum at least once a week, over the course of five years that's over 250 times I'll be cleaning better."
"37","XX","B0043EW354","1.0","June 20, 2012","A2HG4K0MYNCRTM","Only buy if you do not have area rugs","I really wanted to love my new Dyson. In fact, I was in love with my new Dyson when I vacuumed all of our carpets. The DC 33 is wonderful at picking up disgusting amounts of dirt on carpets that were previously 'cleaned' by my old vacuum. I am returning my Dyson because it simply cannot do one important thing- vacuum area rugs. I have many area rugs in my house due to the downstairs being all hardwood and tile (the Dyson does great on bare floors). When I went to vacuum the area rugs, the Dyson made the loudest grinding-screeching noise as if something was caught in the vacuum. I immediately stopped and checked the vacuum - no obstructions. I then tried again and encountered the same problem. I then looked on Dyson's website to see if there was an answer for my problem and unfortunately they acknowledge this design flaw and their solution is to simply vacuum those rugs in only the bare floor setting. That is not an acceptable solution for me - I paid $400 for this vacuum and I expect it to properly vacuum my area rugs (in bare floor setting the vacuum only suctions and the bar does not turn so the fibers in my area rugs don't properly get cleaned and fluffed). Also, my area rugs are very large, multiple 8x10's and an 10x 14, they are heavy and of various pile lengths so it's not like I'm trying to vacuum some flimsy 1x3 rug. This Dyson is not a multi-floor vacuum, only a dual floor: carpet and bare floors. Another recommendation by Dyson was to purchase one of their even more expensive models around $650 that does not have this problem. Sorry Dyson, for $400 I should be able to vacuum my rugs so you are getting returned. My search for a great vacuum that doesn't break the bank continues...."
"38","XX","B0043EW354","1.0","June 18, 2012","A3P0CN860UOTHK","This Vacuum Sucks!","This vacuum Sucks!  Not only in suction power (it is strong) but also as a product!  After the second use, the vacuum started making the worst noise when the roller (carpet setting) was engaged.  I'm not talking about a faint whirr or whiz or ping...  but more like an extremely LOUD ENNNGGHHHHKKKKKKKKKKK!!!!  Holy!  What is happening to my Vacuum?  Turns out, this is a normal operating noise due to a pretty terrible design for this particular model.  Dyson has no interest in stating that this is a defect, which means they have lost me as a future customer for life!Do yourself a favor and buy a cheaper vacuum!!  I regret spending so much money on such an infereior product.  In addition the loud vacuum roller noise, the handle design is just as annoying.  If you want to clean pet hair of of furniture the hose and attachment are too long to use comfortably.  I would rate this vacuum 0 stars if I could."
"39","XX","B0043EW354","3.0","June 17, 2012","A2Y6VISNBE4KPS","Attachment hose is a pain","My old Dyson of seven years bit the dust so I had to buy a new one. I really like the suction ability of the DC 33, however using attachments are quite frustrating.The hose doesn't really stretch out that far because it seems to snap back into place or the vacuum will fall over. I have to place the vacuum on one dude of an end table and pull the hose from the other side.I will try to keep it stretched for a long time to see if this helps with the flexibility."
"40","XX","B0043EW354","1.0","June 16, 2012","A2AHKKJ752GK1N","Broke after 6 weeks","I wasn't thrilled with many features of this vacuum. The wand is impossible to use, as the hose is so taut, the vacuum snaps at your heels the entire time you are using the wand. The profile of the vacuum is high, so it doesn't fit under anything, and the odd handle-integrated wand doesn't fit under things either. The on-board tools are cheap.But the final straw was when the roller started making a sound like washers in a blender a mere 6 weeks after purchase. And I was out of town for three of those weeks, so it really only had 3 weeks of once-weekly use. So essentially, it ran for about 3 hours. Unfortunately, by this time it was too late to return it to the store where I purchased it. I am still battling Dyson about the return. Their customer service is horrible. DON'T WASTE YOUR MONEY!"
